Airline,Airline_ID,Origin_Airport,Origin_Air_ID,Dest_Airport,Dest_Air_ID,Codeshare,Stops,Equipment
AV,515,LAX,3484,SAL,1892,,0,320 321 319
AV,515,ORD,3830,SAL,1892,,0,319
AY,2350,JFK,3797,BCN,1218,,0,763
AY,2350,JFK,3797,CDG,1382,,0,763 757
AY,2350,JFK,3797,DUB,599,,0,757
AY,2350,JFK,3797,FCO,1555,Y,0,763
AY,2350,JFK,3797,HEL,421,,0,333
AY,2350,JFK,3797,LCY,503,,0,318
AY,2350,JFK,3797,LHR,507,,0,744 77W 777
AY,2350,JFK,3797,MAD,1229,,0,333 757 346
AY,2350,JFK,3797,MAN,478,Y,0,757
AY,2350,JFK,3797,MXP,1524,Y,0,763
AY,2350,JFK,3797,SJU,2890,,0,757
AY,2350,JFK,3797,YUL,146,Y,0,ERD
AY,2350,JFK,3797,YYZ,193,Y,0,CR7
AY,2350,LAX,3484,LHR,507,,0,744 388
AY,2350,LAX,3484,MAD,1229,,0,346 343
AY,2350,ORD,3830,CDG,1382,Y,0,763
AY,2350,ORD,3830,DUB,599,,0,763
AY,2350,ORD,3830,DUS,345,,0,763
AY,2350,ORD,3830,FCO,1555,,0,763
AY,2350,ORD,3830,LHR,507,,0,763 777 744
AY,2350,ORD,3830,MAD,1229,,0,333
AY,2350,ORD,3830,MAN,478,Y,0,763
AZ,596,JFK,3797,ATL,3682,Y,0,752 319 M88 738
AZ,596,JFK,3797,CDG,1382,Y,0,332 388 772 343
AZ,596,JFK,3797,FCO,1555,,0,772 330
AZ,596,JFK,3797,MEX,1824,Y,0,738
AZ,596,JFK,3797,MSY,3861,Y,0,CR9
AZ,596,JFK,3797,MXP,1524,,0,330
AZ,596,JFK,3797,VCE,1551,Y,0,764
AZ,596,JFK,3797,YUL,146,Y,0,ERJ
AZ,596,JFK,3797,YYZ,193,Y,0,CR7
AZ,596,LAX,3484,CDG,1382,Y,0,388 772
AZ,596,LAX,3484,FCO,1555,,0,772
AZ,596,ORD,3830,ATL,3682,Y,0,M88
AZ,596,ORD,3830,FCO,1555,,0,332 330
B6,3029,JFK,3797,ABQ,4019,,0,320
B6,3029,JFK,3797,AUA,2895,,0,320
B6,3029,JFK,3797,AUS,3673,,0,320
B6,3029,JFK,3797,AZS,5810,,0,320
B6,3029,JFK,3797,BDA,4069,,0,320
B6,3029,JFK,3797,BGI,2875,,0,321
B6,3029,JFK,3797,BOS,3448,,0,E90 320
B6,3029,JFK,3797,BQN,2885,,0,320
B6,3029,JFK,3797,BTV,3711,,0,E90
B6,3029,JFK,3797,BUF,3820,,0,E90 320
B6,3029,JFK,3797,BUR,3644,,0,320
B6,3029,JFK,3797,CHS,3806,,0,320
B6,3029,JFK,3797,CLT,3876,,0,E90
B6,3029,JFK,3797,CTG,2714,,0,320
B6,3029,JFK,3797,CUN,1852,,0,320
B6,3029,JFK,3797,DEN,3751,,0,320
B6,3029,JFK,3797,DXB,2188,,0,388
B6,3029,JFK,3797,FLL,3533,,0,320 E90
B6,3029,JFK,3797,GCM,1926,,0,320
B6,3029,JFK,3797,HOU,3566,,0,E90
B6,3029,JFK,3797,IAD,3714,,0,E90
B6,3029,JFK,3797,JAX,3712,,0,320
B6,3029,JFK,3797,JNB,813,,0,346
B6,3029,JFK,3797,KIN,1779,,0,320
B6,3029,JFK,3797,LAS,3877,,0,320
B6,3029,JFK,3797,LAX,3484,,0,320
B6,3029,JFK,3797,LGB,3582,,0,320
B6,3029,JFK,3797,LIR,1881,,0,320
B6,3029,JFK,3797,LRM,1759,,0,320
B6,3029,JFK,3797,MBJ,1780,,0,320
B6,3029,JFK,3797,MCO,3878,,0,320 E90
B6,3029,JFK,3797,MSY,3861,,0,E90 320
B6,3029,JFK,3797,MXP,1524,,0,77W
B6,3029,JFK,3797,NAS,1953,,0,320 E90
B6,3029,JFK,3797,OAK,3453,,0,320
B6,3029,JFK,3797,ORD,3830,,0,320 E90
B6,3029,JFK,3797,PAP,1897,,0,320
B6,3029,JFK,3797,PBI,3722,,0,E90 320
B6,3029,JFK,3797,PDX,3720,,0,320
B6,3029,JFK,3797,PHX,3462,,0,320
B6,3029,JFK,3797,PLS,1754,,0,320
B6,3029,JFK,3797,POP,1761,,0,320
B6,3029,JFK,3797,POS,2902,,0,320
B6,3029,JFK,3797,PSE,2889,,0,320
B6,3029,JFK,3797,PUJ,1760,,0,321 320
B6,3029,JFK,3797,PWM,3862,,0,E90
B6,3029,JFK,3797,RDU,3626,,0,E90
B6,3029,JFK,3797,ROC,3622,,0,E90
B6,3029,JFK,3797,RSW,3793,,0,320
B6,3029,JFK,3797,SAN,3731,,0,320
B6,3029,JFK,3797,SAV,3613,,0,320
B6,3029,JFK,3797,SDQ,1762,,0,321 320
B6,3029,JFK,3797,SEA,3577,,0,320
B6,3029,JFK,3797,SFO,3469,,0,320
B6,3029,JFK,3797,SJC,3748,,0,320
B6,3029,JFK,3797,SJU,2890,,0,320
B6,3029,JFK,3797,SLC,3536,,0,320
B6,3029,JFK,3797,SMF,3817,,0,320
B6,3029,JFK,3797,SRQ,4067,,0,E90
B6,3029,JFK,3797,STI,1764,,0,320 321
B6,3029,JFK,3797,SXM,2899,,0,320
B6,3029,JFK,3797,SYR,3745,,0,E90
B6,3029,JFK,3797,TPA,3646,,0,320 E90
B6,3029,JFK,3797,UVF,2894,,0,320
B6,3029,LAX,3484,BOS,3448,,0,320
B6,3029,LAX,3484,DXB,2188,,0,388
B6,3029,LAX,3484,FLL,3533,,0,320
B6,3029,LAX,3484,JFK,3797,,0,320
B6,3029,ORD,3830,BOS,3448,,0,320 E90
B6,3029,ORD,3830,JFK,3797,,0,E90 320
B6,3029,ORD,3830,SJU,2890,,0,320
BA,1355,JFK,3797,BCN,1218,Y,0,763
BA,1355,JFK,3797,CDG,1382,Y,0,763 757
BA,1355,JFK,3797,DUB,599,Y,0,757
BA,1355,JFK,3797,FCO,1555,Y,0,763
BA,1355,JFK,3797,HEL,421,Y,0,333
BA,1355,JFK,3797,LCY,503,Y,0,318
BA,1355,JFK,3797,LHR,507,,0,777 744
BA,1355,JFK,3797,MAD,1229,Y,0,333 757 346
BA,1355,JFK,3797,MAN,478,Y,0,757
BA,1355,JFK,3797,MXP,1524,Y,0,763
BA,1355,JFK,3797,ORY,1386,Y,0,752
BA,1355,LAX,3484,LHR,507,,0,744 388
BA,1355,LAX,3484,MAD,1229,Y,0,346 343
BA,1355,ORD,3830,ATL,3682,Y,0,E75 CR7 74N
BA,1355,ORD,3830,CDG,1382,Y,0,763
BA,1355,ORD,3830,DUB,599,Y,0,763
BA,1355,ORD,3830,DUS,345,Y,0,763
BA,1355,ORD,3830,FCO,1555,Y,0,763
BA,1355,ORD,3830,LHR,507,,0,744 777
BA,1355,ORD,3830,MAD,1229,Y,0,333
BA,1355,ORD,3830,MAN,478,Y,0,763
BA,1355,ORD,3830,MSY,3861,Y,0,E75
BR,2091,JFK,3797,TPE,2276,,0,77W
BR,2091,LAX,3484,TPE,2276,,0,77W
BW,1663,JFK,3797,GEO,4304,,0,767
BW,1663,JFK,3797,GND,2882,,0,738
BW,1663,JFK,3797,KIN,1779,,0,738
BW,1663,JFK,3797,MBJ,1780,,0,738
BW,1663,JFK,3797,POS,2902,,0,738
BW,1663,JFK,3797,TAB,2901,,0,738
CA,751,JFK,3797,PEK,3364,,0,773
CA,751,LAX,3484,PEK,3364,,0,773
CA,751,LAX,3484,PVG,3406,Y,0,788
CA,751,ORD,3830,PEK,3364,Y,0,777
CA,751,ORD,3830,PVG,3406,Y,0,744
CI,1756,JFK,3797,KIX,3992,,0,744
CI,1756,LAX,3484,ATL,3682,Y,0,757 73H 76W
CI,1756,LAX,3484,GUA,1767,Y,0,757
CI,1756,LAX,3484,MSY,3861,Y,0,319
CI,1756,LAX,3484,TPE,2276,,0,744
CM,1889,JFK,3797,PTY,1871,,0,738
CM,1889,LAX,3484,PTY,1871,,0,738
CM,1889,ORD,3830,PTY,1871,,0,738
CX,1680,JFK,3797,HKG,3077,,0,77W
CX,1680,JFK,3797,YVR,156,,0,77W
CX,1680,LAX,3484,HKG,3077,,0,77W
CX,1680,ORD,3830,ATL,3682,Y,0,CR7
CX,1680,ORD,3830,HKG,3077,,0,77W
CZ,1767,LAX,3484,CAN,3370,,0,380
DL,2009,JFK,3797,ACC,248,,0,76W
DL,2009,JFK,3797,AMS,580,,0,76W
DL,2009,JFK,3797,ATL,3682,,0,752 757 319 738 M88 
DL,2009,JFK,3797,AUA,2895,,0,73H
DL,2009,JFK,3797,AUS,3673,,0,319
DL,2009,JFK,3797,BCN,1218,,0,333
DL,2009,JFK,3797,BDA,4069,,0,73H
DL,2009,JFK,3797,BNA,3690,,0,CR9
DL,2009,JFK,3797,BOG,2709,,0,73W
DL,2009,JFK,3797,BOS,3448,,0,CR9 752 CR7
DL,2009,JFK,3797,BRU,302,,0,76W
DL,2009,JFK,3797,BUF,3820,,0,CR7 CR9
DL,2009,JFK,3797,BWI,3849,,0,ERJ
DL,2009,JFK,3797,CDG,1382,,0,332 772 388 343
DL,2009,JFK,3797,CHS,3806,,0,ERJ CRJ
DL,2009,JFK,3797,CLE,3486,,0,CRJ ERJ
DL,2009,JFK,3797,CLT,3876,,0,ERJ
DL,2009,JFK,3797,CMH,3759,,0,ERJ CRJ
DL,2009,JFK,3797,CUN,1852,,0,738
DL,2009,JFK,3797,CVG,3488,,0,CR9 CR7
DL,2009,JFK,3797,DCA,3520,,0,CR9
DL,2009,JFK,3797,DEN,3751,,0,73H
DL,2009,JFK,3797,DFW,3670,,0,CR9
DL,2009,JFK,3797,DKR,1084,,0,752
DL,2009,JFK,3797,DTW,3645,,0,M88 CR9 73H 319
DL,2009,JFK,3797,DUB,599,,0,752
DL,2009,JFK,3797,FCO,1555,,0,772 333 330
DL,2009,JFK,3797,FLL,3533,,0,752 M88 73H 738
DL,2009,JFK,3797,FRA,340,,0,76W
DL,2009,JFK,3797,GND,2882,,0,73H
DL,2009,JFK,3797,GRU,2564,,0,764
DL,2009,JFK,3797,GUA,1767,,0,752
DL,2009,JFK,3797,IAD,3714,,0,CR7 ERJ CRJ
DL,2009,JFK,3797,ICN,3930,,0,77W 388
DL,2009,JFK,3797,IND,3585,,0,CR9
DL,2009,JFK,3797,JAX,3712,,0,CR9
DL,2009,JFK,3797,LAS,3877,,0,73H 738 757
DL,2009,JFK,3797,LAX,3484,,0,76W 752
DL,2009,JFK,3797,LHR,507,,0,764 76W
DL,2009,JFK,3797,LIR,1881,,0,73H
DL,2009,JFK,3797,MAD,1229,,0,764
DL,2009,JFK,3797,MBJ,1780,,0,73H
DL,2009,JFK,3797,MCO,3878,,0,752 73H M88 738
DL,2009,JFK,3797,MEX,1824,,0,738 757 787
DL,2009,JFK,3797,MIA,3576,,0,73H M88 738 319
DL,2009,JFK,3797,MSP,3858,,0,CR9 319 M88
DL,2009,JFK,3797,MSY,3861,Y,0,CR9
DL,2009,JFK,3797,MXP,1524,,0,764 330
DL,2009,JFK,3797,NAS,1953,,0,M88
DL,2009,JFK,3797,NCE,1354,,0,764
DL,2009,JFK,3797,NRT,2279,,0,744
DL,2009,JFK,3797,ORD,3830,,0,CR9
DL,2009,JFK,3797,ORF,3611,,0,ERJ
DL,2009,JFK,3797,PAP,1897,,0,738
DL,2009,JFK,3797,PDX,3720,,0,752 73H
DL,2009,JFK,3797,PHL,3752,,0,ERJ CRJ 752
DL,2009,JFK,3797,PHX,3462,,0,738 73H
DL,2009,JFK,3797,PIT,3570,,0,CR9 752 ERJ
DL,2009,JFK,3797,PLS,1754,,0,73H
DL,2009,JFK,3797,PUJ,1760,,0,73H
DL,2009,JFK,3797,PVG,3406,,0,346
DL,2009,JFK,3797,RDU,3626,,0,CR7 CR9
DL,2009,JFK,3797,RIC,3608,,0,ERJ CR9
DL,2009,JFK,3797,ROC,3622,,0,CRJ ERJ CR9
DL,2009,JFK,3797,SAN,3731,,0,757 73H
DL,2009,JFK,3797,SAT,3621,,0,73H
DL,2009,JFK,3797,SAV,3613,,0,CR9 CR7
DL,2009,JFK,3797,SDF,4014,,0,CRJ ERJ
DL,2009,JFK,3797,SDQ,1762,,0,73H
DL,2009,JFK,3797,SEA,3577,,0,752 757
DL,2009,JFK,3797,SFO,3469,,0,752
DL,2009,JFK,3797,SJO,1885,,0,757
DL,2009,JFK,3797,SJU,2890,,0,73H 752 757
DL,2009,JFK,3797,SLC,3536,,0,757 73H 738 739 752
DL,2009,JFK,3797,STI,1764,,0,73H
DL,2009,JFK,3797,STL,3678,,0,CR7 CR9
DL,2009,JFK,3797,STT,2883,,0,757
DL,2009,JFK,3797,SVO,2985,,0,333 76W 77W
DL,2009,JFK,3797,SXM,2899,,0,752
DL,2009,JFK,3797,SYR,3745,,0,ERJ
DL,2009,JFK,3797,TLV,1590,,0,744
DL,2009,JFK,3797,TPA,3646,,0,M88 738 73H
DL,2009,JFK,3797,VCE,1551,,0,764
DL,2009,JFK,3797,YUL,146,,0,ERJ CRJ
DL,2009,JFK,3797,YYC,178,Y,0,736
DL,2009,JFK,3797,YYZ,193,,0,CRJ CR7 ERJ
DL,2009,LAX,3484,AMS,580,Y,0,74M 747
DL,2009,LAX,3484,ATL,3682,,0,763 757 73H 76W
DL,2009,LAX,3484,BJX,1815,Y,0,CR9
DL,2009,LAX,3484,BNA,3690,,0,738 73H
DL,2009,LAX,3484,BNE,3320,Y,0,77W
DL,2009,LAX,3484,BOS,3448,,0,73H
DL,2009,LAX,3484,BZE,1957,,0,320
DL,2009,LAX,3484,CAN,3370,Y,0,380
DL,2009,LAX,3484,CDG,1382,Y,0,388 772
DL,2009,LAX,3484,CMH,3759,,0,738
DL,2009,LAX,3484,CUN,1852,,0,320
DL,2009,LAX,3484,CVG,3488,,0,320
DL,2009,LAX,3484,DCA,3520,Y,0,73H
DL,2009,LAX,3484,DTW,3645,,0,739 763 753
DL,2009,LAX,3484,FCO,1555,Y,0,772
DL,2009,LAX,3484,GDL,1804,,0,738
DL,2009,LAX,3484,GEG,3467,Y,0,CR9
DL,2009,LAX,3484,GUA,1767,,0,757
DL,2009,LAX,3484,HMO,1807,,0,ER4
DL,2009,LAX,3484,HND,2359,,0,76W
DL,2009,LAX,3484,HNL,3728,,0,76W 757 753
DL,2009,LAX,3484,ICN,3930,Y,0,388 77W
DL,2009,LAX,3484,IND,3585,,0,320
DL,2009,LAX,3484,JFK,3797,,0,76W 752
DL,2009,LAX,3484,KOA,3514,,0,757
DL,2009,LAX,3484,LAS,3877,,0,319
DL,2009,LAX,3484,LHR,507,Y,0,346 343 744
DL,2009,LAX,3484,LIH,3602,,0,757
DL,2009,LAX,3484,LIR,1881,,0,738
DL,2009,LAX,3484,MCI,3458,Y,0,E75
DL,2009,LAX,3484,MCO,3878,,0,738 757 739 73H
DL,2009,LAX,3484,MEL,3339,Y,0,77W
DL,2009,LAX,3484,MEM,3473,,0,320
DL,2009,LAX,3484,MEX,1824,,0,737
DL,2009,LAX,3484,MIA,3576,,0,738
DL,2009,LAX,3484,MSP,3858,,0,757 753 739 763 738
DL,2009,LAX,3484,MSY,3861,,0,319
DL,2009,LAX,3484,NRT,2279,,0,744
DL,2009,LAX,3484,OAK,3453,Y,0,CR7
DL,2009,LAX,3484,OGG,3456,,0,757
DL,2009,LAX,3484,PDX,3720,Y,0,CR7 CR9
DL,2009,LAX,3484,PHX,3462,Y,0,CR7 CR9
DL,2009,LAX,3484,PPT,4075,Y,0,772
DL,2009,LAX,3484,PVG,3406,Y,0,346
DL,2009,LAX,3484,PVR,1836,,0,320 73H
DL,2009,LAX,3484,RDU,3626,,0,738
DL,2009,LAX,3484,SAN,3731,Y,0,CR9 CR7
DL,2009,LAX,3484,SEA,3577,,0,73H
DL,2009,LAX,3484,SFO,3469,Y,0,E75
DL,2009,LAX,3484,SJC,3748,Y,0,CR9 CR7
DL,2009,LAX,3484,SJO,1885,,0,757
DL,2009,LAX,3484,SLC,3536,,0,757 73H 320 739
DL,2009,LAX,3484,SMF,3817,Y,0,CR7 CR9
DL,2009,LAX,3484,SVO,2985,,0,332
DL,2009,LAX,3484,SYD,3361,,0,77L
DL,2009,LAX,3484,TPA,3646,,0,320
DL,2009,LAX,3484,TPE,2276,Y,0,744
DL,2009,LAX,3484,YEG,49,Y,0,73H
DL,2009,LAX,3484,YYC,178,Y,0,73W
DL,2009,ORD,3830,AMS,580,Y,0,74M
DL,2009,ORD,3830,ATL,3682,,0,717 M88 319
DL,2009,ORD,3830,CDG,1382,,0,332
DL,2009,ORD,3830,CVG,3488,,0,ERJ
DL,2009,ORD,3830,DTW,3645,,0,717
DL,2009,ORD,3830,FCO,1555,,0,332 330
DL,2009,ORD,3830,GDL,1804,,0,737
DL,2009,ORD,3830,ICN,3930,Y,0,772 77W
DL,2009,ORD,3830,JFK,3797,Y,0,CR9
DL,2009,ORD,3830,LGA,3697,Y,0,E75 E70
DL,2009,ORD,3830,LHR,507,Y,0,343
DL,2009,ORD,3830,MEM,3473,Y,0,CR9 CRJ
DL,2009,ORD,3830,MEX,1824,,0,737
DL,2009,ORD,3830,MSP,3858,,0,M88 M90 320 319
DL,2009,ORD,3830,SLC,3536,Y,0,E75 CR9
DL,2009,ORD,3830,YVR,156,Y,0,73W
DL,2009,ORD,3830,YYC,178,Y,0,73W
DY,3737,JFK,3797,ARN,737,Y,0,788
DY,3737,JFK,3797,BGO,636,Y,0,788
DY,3737,JFK,3797,CPH,609,Y,0,788
DY,3737,JFK,3797,OSL,644,Y,0,788
DY,3737,LAX,3484,ARN,737,Y,0,788
DY,3737,LAX,3484,CPH,609,Y,0,788
EI,837,JFK,3797,DUB,599,,0,330
EI,837,JFK,3797,SNN,603,,0,757
EI,837,ORD,3830,ATL,3682,Y,0,CR7 E70
EI,837,ORD,3830,DUB,599,,0,330 332
EI,837,ORD,3830,MSY,3861,Y,0,ERJ
EK,2183,JFK,3797,DXB,2188,,0,388
EK,2183,JFK,3797,MXP,1524,,0,77W
EK,2183,LAX,3484,DXB,2188,,0,388
ET,2220,JFK,3797,FRA,340,Y,0,744
EY,2222,JFK,3797,AUH,2179,,0,77W
EY,2222,JFK,3797,CDG,1382,Y,0,763 757
EY,2222,JFK,3797,LAS,3877,Y,0,738
EY,2222,JFK,3797,MSY,3861,Y,0,E90 320
EY,2222,ORD,3830,ATL,3682,Y,0,E75
EY,2222,ORD,3830,AUH,2179,,0,77W
EY,2222,ORD,3830,MSY,3861,Y,0,E75
EY,2222,ORD,3830,YUL,146,Y,0,CRJ
EY,2222,ORD,3830,YYZ,193,Y,0,EMJ
F9,2468,LAX,3484,DEN,3751,,0,320 319
F9,2468,LAX,3484,IGM,6132,Y,0,BE1
F9,2468,ORD,3830,MBJ,1780,,0,320
F9,2468,ORD,3830,PUJ,1760,,0,320
F9,2468,ORD,3830,PVR,1836,,0,320
F9,2468,ORD,3830,SJD,1840,,0,320
FI,2835,JFK,3797,KEF,16,,0,75T
FJ,879,LAX,3484,NAN,1960,,0,332
FL,1316,LAX,3484,ATL,3682,,0,73G
FL,1316,LAX,3484,DEN,3751,Y,0,73W
FL,1316,LAX,3484,HOU,3566,Y,0,73W
FL,1316,LAX,3484,LAS,3877,Y,0,73W
FL,1316,LAX,3484,MDW,3747,Y,0,73H 738
FL,1316,LAX,3484,MKE,3717,Y,0,73W
FL,1316,LAX,3484,OAK,3453,,0,73W
FL,1316,LAX,3484,PWM,3862,Y,0,73W
FL,1316,LAX,3484,RNO,3807,Y,0,73W
G3,1790,JFK,3797,GRU,2564,,0,764
G4,35,LAX,3484,BLI,3777,,0,M80
G4,35,LAX,3484,EUG,4099,,0,M80
G4,35,LAX,3484,HNL,3728,,0,757
G4,35,LAX,3484,MFR,4101,,0,M80
G4,35,LAX,3484,PVU,7579,,0,319
HA,2688,JFK,3797,HNL,3728,,0,332
HA,2688,JFK,3797,LAS,3877,Y,0,320
HA,2688,LAX,3484,HNL,3728,,0,332
HA,2688,LAX,3484,OGG,3456,,0,763
HU,2660,LAX,3484,PVG,3406,Y,0,777
HU,2660,ORD,3830,PEK,3364,,0,787
HU,2660,ORD,3830,PVG,3406,Y,0,777
HY,5281,JFK,3797,RIX,3953,,0,763 764
IB,2822,JFK,3797,BCN,1218,Y,0,763
IB,2822,JFK,3797,CDG,1382,Y,0,763 757
IB,2822,JFK,3797,FCO,1555,Y,0,763
IB,2822,JFK,3797,HEL,421,Y,0,330
IB,2822,JFK,3797,LCY,503,Y,0,318
IB,2822,JFK,3797,LHR,507,Y,0,744 77W 777
IB,2822,JFK,3797,MAD,1229,,0,333 346
